 153
      2    4    0    4      -1.093E+01    -8.176E-01     1.487E-02     0.000E-01
      2    4    2    3      -9.388E+00    -6.944E-01    -2.026E-02     0.000E-01
      0    5    0    0      -1.024E+01    -3.881E+00     8.158E-01     0.000E-01
      0    5    0    1      -9.841E+00    -3.323E+00     6.705E-01     0.000E-01
      0    5    0    2      -9.597E+00    -2.674E+00     4.923E-01     0.000E-01
      0    5    2    0      -1.113E+01    -2.888E+00     5.969E-01     0.000E-01
      0    5    2    1      -1.074E+01    -2.433E+00     4.768E-01     0.000E-01
      0    5    0    3      -9.369E+00    -2.077E+00     3.632E-01     0.000E-01
      0    5    2    2      -1.060E+01    -1.888E+00     3.314E-01     0.000E-01
      0    5    0    4      -9.046E+00    -1.464E+00     2.706E-01     0.000E-01
      0    5    2    3      -1.029E+01    -1.947E+00     3.969E-01     0.000E-01
      0    5    2    4      -9.389E+00    -2.792E+00     7.319E-01     0.000E-01
      2    5    0    0      -1.223E+01    -2.150E+00    -1.147E-01     0.000E-01
      2    5    0    1      -1.182E+01    -1.778E+00    -1.977E-01     0.000E-01
      2    5    0    2      -1.166E+01    -1.238E+00    -3.289E-01     0.000E-01
      2    5    2    0      -1.127E+01    -1.644E+00    -2.239E-01     0.000E-01
      2    5    2    1      -1.084E+01    -1.198E+00    -3.215E-01     0.000E-01
      2    5    0    3      -1.154E+01    -7.129E-01    -4.211E-01     0.000E-01
      2    5    2    2      -1.058E+01    -6.384E-01    -4.583E-01     0.000E-01
      2    5    0    4      -1.140E+01    -6.817E-02    -5.699E-01     0.000E-01
      2    5    2    3      -1.033E+01    -1.295E-01    -5.459E-01     0.000E-01
      2    5    2    4      -9.980E+00     4.469E-01    -6.226E-01     0.000E-01
      2    5    0    5      -1.159E+01     5.595E-01    -6.143E-01     0.000E-01
      0    6    0    0      -1.125E+01    -3.059E+00     2.665E-01     0.000E-01
      0    6    0    1      -1.078E+01    -2.579E+00     1.409E-01     0.000E-01
      0    6    0    2      -1.047E+01    -2.075E+00     1.647E-02     0.000E-01
      0    6    2    0      -1.192E+01    -2.251E+00     1.052E-01     0.000E-01
      0    6    2    1      -1.145E+01    -1.896E+00     1.416E-02     0.000E-01
      0    6    0    3      -1.019E+01    -1.552E+00    -1.111E-01     0.000E-01
      0    6    2    2      -1.121E+01    -1.557E+00    -5.266E-02     0.000E-01
      0    6    0    4      -9.957E+00    -9.637E-01    -2.442E-01     0.000E-01
      0    6    2    3      -1.105E+01    -1.132E+00    -1.627E-01     0.000E-01
      0    6    2    4      -1.055E+01    -1.551E+00     6.396E-02     0.000E-01
      0    6    0    5      -9.616E+00    -3.877E-01    -3.154E-01     0.000E-01
      0    6    2    5      -9.901E+00    -1.861E+00     2.874E-01     0.000E-01
      2    6    0    0      -1.182E+01    -3.871E+00     5.072E-01     0.000E-01
      2    6    0    1      -1.140E+01    -3.446E+00     3.929E-01     0.000E-01
      2    6    0    2      -1.120E+01    -2.926E+00     2.588E-01     0.000E-01
      2    6    2    0      -1.098E+01    -3.348E+00     3.807E-01     0.000E-01
      2    6    2    1      -1.053E+01    -2.884E+00     2.602E-01     0.000E-01
      2    6    0    3      -1.107E+01    -2.385E+00     1.352E-01     0.000E-01
      2    6    2    2      -1.026E+01    -2.366E+00     1.305E-01     0.000E-01
      2    6    0    4      -1.096E+01    -1.787E+00     1.042E-03     0.000E-01
      2    6    2    3      -1.002E+01    -1.826E+00    -1.590E-03     0.000E-01
      2    6    2    4      -9.800E+00    -1.228E+00    -1.341E-01     0.000E-01
      2    6    0    5      -1.087E+01    -1.095E+00    -1.583E-01     0.000E-01
      2    6    2    5      -9.472E+00    -6.273E-01    -2.125E-01     0.000E-01
      2    6    0    6      -1.106E+01    -4.113E-01    -1.673E-01     0.000E-01
      0    7    0    0      -1.127E+01    -4.222E+00     6.455E-01     0.000E-01
      0    7    0    1      -1.075E+01    -3.833E+00     5.491E-01     0.000E-01
      0    7    0    2      -1.042E+01    -3.349E+00     4.208E-01     0.000E-01
      0    7    2    0      -1.174E+01    -3.620E+00     5.423E-01     0.000E-01
      0    7    2    1      -1.124E+01    -3.327E+00     4.706E-01     0.000E-01
      0    7    0    3      -1.013E+01    -2.868E+00     2.983E-01     0.000E-01
      0    7    2    2      -1.098E+01    -2.947E+00     3.747E-01     0.000E-01
      0    7    0    4      -9.842E+00    -2.378E+00     1.845E-01     0.000E-01
      0    7    2    3      -1.079E+01    -2.557E+00     2.724E-01     0.000E-01
      0    7    2    4      -1.063E+01    -2.184E+00     1.844E-01     0.000E-01
      0    7    0    5      -9.640E+00    -1.696E+00    -3.064E-04     0.000E-01
      0    7    2    5      -1.004E+01    -2.684E+00     4.592E-01     0.000E-01
      0    7    0    6      -9.317E+00    -1.058E+00    -9.959E-02     0.000E-01
      0    7    2    6      -9.578E+00    -2.610E+00     6.129E-01     0.000E-01
      2    7    0    0      -1.195E+01    -4.565E+00     6.549E-01     0.000E-01
      2    7    0    1      -1.152E+01    -4.144E+00     5.344E-01     0.000E-01
      2    7    0    2      -1.137E+01    -3.521E+00     3.578E-01     0.000E-01
      2    7    2    0      -1.126E+01    -3.936E+00     4.799E-01     0.000E-01
      2    7    2    1      -1.082E+01    -3.459E+00     3.471E-01     0.000E-01
      2    7    0    3      -1.127E+01    -2.859E+00     1.671E-01     0.000E-01
      2    7    2    2      -1.061E+01    -2.840E+00     1.696E-01     0.000E-01
      2    7    0    4      -1.119E+01    -2.234E+00     1.422E-02     0.000E-01
      2    7    2    3      -1.040E+01    -2.248E+00     4.556E-03     0.000E-01
      2    7    2    4      -1.019E+01    -1.682E+00    -1.338E-01     0.000E-01
      2    7    0    5      -1.112E+01    -1.512E+00    -1.872E-01     0.000E-01
      2    7    2    5      -9.994E+00    -9.866E-01    -3.225E-01     0.000E-01
      2    7    0    6      -1.100E+01    -8.718E-01    -3.125E-01     0.000E-01
      2    7    2    6      -9.667E+00    -3.472E-01    -4.247E-01     0.000E-01
      2    7    0    7      -1.109E+01    -2.536E-01    -2.501E-01     0.000E-01
      0    8    0    0      -1.080E+01    -6.166E+00     1.309E+00     0.000E-01
      0    8    0    1      -1.037E+01    -5.661E+00     1.167E+00     0.000E-01
      0    8    0    2      -1.016E+01    -4.988E+00     9.608E-01     0.000E-01
      0    8    2    0      -1.117E+01    -5.671E+00     1.224E+00     0.000E-01
      0    8    2    1      -1.074E+01    -5.230E+00     1.088E+00     0.000E-01
      0    8    0    3      -1.003E+01    -4.252E+00     7.343E-01     0.000E-01
      0    8    2    2      -1.049E+01    -4.798E+00     9.547E-01     0.000E-01
      0    8    0    4      -9.919E+00    -3.500E+00     5.074E-01     0.000E-01
      0    8    2    3      -1.030E+01    -4.350E+00     8.246E-01     0.000E-01
      0    8    2    4      -1.017E+01    -3.822E+00     6.561E-01     0.000E-01
      0    8    0    5      -9.785E+00    -2.776E+00     3.074E-01     0.000E-01
      0    8    2    5      -9.998E+00    -3.499E+00     6.127E-01     0.000E-01
      0    8    0    6      -9.642E+00    -1.958E+00     6.913E-02     0.000E-01
      0    8    2    6      -9.645E+00    -3.412E+00     6.683E-01     0.000E-01
      0    8    0    7      -9.332E+00    -1.226E+00    -7.935E-02     0.000E-01
      0    8    2    7      -9.705E+00    -2.531E+00     6.023E-01     0.000E-01
      2    8    0    0      -1.078E+01    -7.468E+00     1.682E+00     0.000E-01
      2    8    0    1      -1.035E+01    -7.046E+00     1.563E+00     0.000E-01
      2    8    0    2      -1.020E+01    -6.386E+00     1.360E+00     0.000E-01
      2    8    2    0      -1.019E+01    -6.838E+00     1.513E+00     0.000E-01
      2    8    2    1      -9.781E+00    -6.345E+00     1.375E+00     0.000E-01
      2    8    0    3      -1.018E+01    -5.596E+00     1.119E+00     0.000E-01
      2    8    2    2      -9.648E+00    -5.604E+00     1.146E+00     0.000E-01
      2    8    0    4      -1.028E+01    -4.652E+00     8.301E-01     0.000E-01
      2    8    2    3      -9.616E+00    -4.757E+00     8.848E-01     0.000E-01
      2    8    2    4      -9.677E+00    -3.782E+00     5.841E-01     0.000E-01
      2    8    0    5      -1.049E+01    -3.566E+00     5.076E-01     0.000E-01
      2    8    2    5      -9.783E+00    -2.734E+00     2.787E-01     0.000E-01
      2    8    0    6      -1.082E+01    -2.194E+00     6.902E-02     0.000E-01
      2    8    2    6      -9.874E+00    -1.573E+00    -7.738E-02     0.000E-01
      2    8    0    7      -1.096E+01    -1.230E+00    -1.353E-01     0.000E-01
      2    8    2    7      -9.641E+00    -7.330E-01    -2.635E-01     0.000E-01
      2    8    0    8      -1.068E+01    -1.041E+00     1.292E-01     0.000E-01
